Num,Name,PROTEIN,FAT,CARBON HYDRATE,KCAL
628,たかな　たかな漬,1.9,0.6,6.2,30
629,たけのこ　若茎　生,3.6,0.2,4.3,27
630,たけのこ　若茎　ゆで,3.5,0.2,5.5,31
631,たけのこ　水煮缶詰,2.7,0.2,4.0,22
632,たけのこ　めんま　塩蔵　塩抜き,1.0,0.5,3.6,15
633,（たまねぎ類）　たまねぎ　りん茎　生,1.0,0.1,8.4,33
634,（たまねぎ類）　たまねぎ　りん茎　水さらし,0.6,0.1,6.1,24
635,（たまねぎ類）　たまねぎ　りん茎　ゆで,0.8,0.1,7.3,30
636,（たまねぎ類）　たまねぎ　りん茎　油いため,1.4,5.9,12.0,100
637,（たまねぎ類）　たまねぎ　りん茎　油いため　（あめ色たまねぎ）,3.2,6.8,34.1,208
638,（たまねぎ類）　赤たまねぎ　りん茎　生,0.9,0.1,9.0,34
639,（たまねぎ類）　葉たまねぎ　りん茎及び葉　生,1.8,0.4,7.6,33
640,たらのめ　若芽　生,4.2,0.2,4.3,27
641,たらのめ　若芽　ゆで,4.0,0.2,4.1,27
642,チコリ　若芽　生,1.0,Tr,3.9,17
643,ちぢみゆきな　葉　生,3.6,0.6,5.7,35
644,ちぢみゆきな　葉　ゆで,3.8,0.7,5.2,34
645,チンゲンサイ　葉　生,0.6,0.1,2.0,9
646,チンゲンサイ　葉　ゆで,0.9,0.1,2.4,11
647,チンゲンサイ　葉　油いため,0.8,3.2,2.2,36
648,つくし　胞子茎　生,3.5,0.1,8.1,31
649,つくし　胞子茎　ゆで,3.4,0.1,6.7,28
650,つるな　茎葉　生,1.8,0.1,2.8,15
651,つるにんじん　根　生,1.0,0.7,19.8,55
652,つるむらさき　茎葉　生,0.7,0.2,2.6,11
653,つるむらさき　茎葉　ゆで,0.9,0.2,3.2,12
654,つわぶき　葉柄　生,0.4,0,5.6,19
655,つわぶき　葉柄　ゆで,0.3,0,4.4,14
656,とうがらし　葉･果実　生,3.4,0.1,7.2,32
657,とうがらし　葉･果実　油いため,4.0,4.9,8.5,81
658,とうがらし　果実　生,3.9,3.4,16.3,72
659,とうがらし　果実　乾,14.7,12.0,58.4,270
660,とうがん　果実　生,0.5,0.1,3.8,15
661,とうがん　果実　ゆで,0.6,0.1,3.7,15
662,（とうもろこし類）　スイートコーン　未熟種子　生,3.6,1.7,16.8,89
663,（とうもろこし類）　スイートコーン　未熟種子　ゆで,3.5,1.7,18.6,95
664,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理,4.2,2.2,19.1,104
665,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍,3.5,1.5,18.7,96
666,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍,2.9,1.3,19.8,91
667,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　ゆで,2.8,1.5,18.7,92
668,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　油いため,2.9,5.8,18.9,125
669,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル,1.7,0.5,18.6,82
670,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル,2.3,0.5,17.8,78
671,（とうもろこし類）　ヤングコーン　幼雌穂　生,2.3,0.2,6.0,29
672,（トマト類）　赤色トマト　果実　生,0.7,0.1,4.7,20
673,（トマト類）　赤色ミニトマト　果実　生,1.1,0.1,7.2,30
674,（トマト類）　黄色トマト　果実　生,1.1,0.4,3.2,18
675,（トマト類）　ドライトマト,14.2,2.1,67.3,291
676,（トマト類）　加工品　ホール　食塩無添加,0.9,0.2,4.4,21
677,（トマト類）　加工品　トマトジュース　食塩添加,0.7,0.1,4.0,15
678,（トマト類）　加工品　トマトジュース　食塩無添加,0.7,0.1,4.0,18
679,（トマト類）　加工品　ミックスジュース　食塩添加,0.6,0,4.3,18
680,（トマト類）　加工品　ミックスジュース　食塩無添加,0.6,0,4.3,18
681,トレビス　葉　生,1.1,0.2,3.9,17
682,とんぶり　ゆで,6.1,3.5,12.9,89
683,ながさきはくさい　葉　生,1.3,0.1,2.6,12
684,ながさきはくさい　葉　ゆで,2.2,0.1,3.4,18
685,（なす類）　なす　果実　生,1.1,0.1,5.1,18
686,（なす類）　なす　果実　ゆで,1.0,0.1,4.5,17
687,（なす類）　なす　果実　油いため,1.5,5.8,6.3,73
688,（なす類）　なす　果実　天ぷら,1.6,14.0,12.0,165
689,（なす類）　べいなす　果実　生,1.1,0.1,5.3,20
690,（なす類）　べいなす　果実　素揚げ,1.0,17.0,6.7,177
691,（なす類）　漬物　塩漬,1.4,0.1,5.2,22
692,（なす類）　漬物　ぬかみそ漬,1.7,0.1,6.1,27
693,（なす類）　漬物　こうじ漬,5.5,0.1,18.2,87
694,（なす類）　漬物　からし漬,2.6,0.2,30.7,127
695,（なす類）　漬物　しば漬,1.4,0.2,7.0,27
696,なずな　葉　生,4.3,0.1,7.0,35
697,（なばな類）　和種なばな　花らい・茎　生,4.4,0.2,5.8,34
698,（なばな類）　和種なばな　花らい・茎　ゆで,4.7,0.1,4.3,28
699,（なばな類）　洋種なばな　茎葉　生,4.1,0.4,6.0,36
700,（なばな類）　洋種なばな　茎葉　ゆで,3.6,0.4,5.3,30
701,にがうり　果実　生,1.0,0.1,3.9,15
702,にがうり　果実　油いため,1.2,3.3,4.6,47
703,（にら類）　にら　葉　生,1.7,0.3,4.0,18
704,（にら類）　にら　葉　ゆで,2.6,0.5,5.7,27
705,（にら類）　にら　葉　油いため,1.9,5.7,4.9,69
706,（にら類）　花にら　花茎・花らい　生,1.9,0.2,5.9,27
707,（にら類）　黄にら　葉　生,2.1,0.1,3.3,18
708,（にんじん類）　葉にんじん　葉　生,1.1,0.2,3.7,16
709,（にんじん類）　にんじん　根　皮つき　生,0.7,0.2,9.3,35
710,（にんじん類）　にんじん　根　皮つき　ゆで,0.6,0.2,8.4,29
711,（にんじん類）　にんじん　根　皮なし　生,0.8,0.1,8.7,30
712,（にんじん類）　にんじん　根　皮なし　ゆで,0.7,0.1,8.5,28
713,（にんじん類）　にんじん　根　皮なし　油いため,1.1,6.4,12.4,103
714,（にんじん類）　にんじん　根　皮なし　素揚げ,1.0,3.5,13.9,87
715,（にんじん類）　にんじん　根　皮　生,0.7,0.2,7.3,26
716,（にんじん類）　にんじん　根　冷凍,0.8,0.2,8.2,30
717,（にんじん類）　にんじん　根　冷凍　ゆで,0.7,0.2,7.0,24
718,（にんじん類）　にんじん　根　冷凍　油いため,0.9,4.0,9.3,65
719,（にんじん類）　にんじん　グラッセ,0.7,1.4,12.7,53
720,（にんじん類）　にんじん　ジュース　缶詰,0.6,0.1,6.7,29
721,（にんじん類）　きんとき　根　皮つき　生,1.8,0.2,9.6,39
722,（にんじん類）　きんとき　根　皮つき　ゆで,1.9,0.2,9.2,37
723,（にんじん類）　きんとき　根　皮なし　生,1.8,0.3,9.7,40
724,（にんじん類）　きんとき　根　皮なし　ゆで,1.9,0.4,9.6,40
725,（にんじん類）　ミニキャロット　根　生,0.7,0.2,7.5,26
726,（にんにく類）　にんにく　りん茎　生,6.4,0.9,27.5,129
727,（にんにく類）　にんにく　りん茎　油いため,8.2,5.9,30.6,191
728,（にんにく類）　茎にんにく　花茎　生,1.9,0.3,10.6,44
729,（にんにく類）　茎にんにく　花茎　ゆで,1.7,0.2,10.7,43
730,（ねぎ類）　根深ねぎ　葉　軟白　生,1.4,0.1,8.3,35
731,（ねぎ類）　根深ねぎ　葉　軟白　ゆで,1.3,0.1,6.8,28
732,（ねぎ類）　根深ねぎ　葉　軟白　油いため,1.6,4.4,9.5,77
733,（ねぎ類）　葉ねぎ　葉　生,1.9,0.3,6.5,29
734,（ねぎ類）　葉ねぎ　葉　油いため,2.1,5.2,7.9,77
735,（ねぎ類）　こねぎ　葉　生,2.0,0.3,5.4,26
736,のざわな　葉　生,0.9,0.1,3.5,14
737,のざわな　漬物　塩漬,1.2,0.1,4.1,17
738,のざわな　漬物　調味漬,1.7,0,5.4,22
739,のびる　りん茎葉　生,3.2,0.2,15.5,63
740,はくさい　結球葉　生,0.8,0.1,3.2,13
741,はくさい　結球葉　ゆで,0.9,0.1,2.9,13
742,はくさい　漬物　塩漬,1.5,0.1,3.3,17
743,はくさい　漬物　キムチ,2.3,0.1,5.4,27
744,パクチョイ　葉　生,1.6,0.2,2.7,15
745,バジル　葉　生,2.0,0.6,4.0,21
746,パセリ　葉　生,4.0,0.7,7.8,34
747,はつかだいこん　根　生,0.8,0.1,3.1,13
748,はなっこりー　生,3.6,0.5,5.4,35
749,はやとうり　果実　白色種　生,0.6,0.1,4.9,20
750,はやとうり　果実　白色種　塩漬,0.6,Tr,4.4,17
751,はやとうり　果実　緑色種　生,0.6,0.1,4.9,21
752,ビーツ　根　生,1.6,0.1,9.3,38
753,ビーツ　根　ゆで,1.5,0.1,10.2,42
754,（ピーマン類）　青ピーマン　果実　生,0.9,0.2,5.1,20
755,（ピーマン類）　青ピーマン　果実　油いため,0.9,4.3,5.4,54
756,（ピーマン類）　赤ピーマン　果実　生,1.0,0.2,7.2,28
757,（ピーマン類）　赤ピーマン　果実　油いため,1.0,4.3,7.6,69
758,（ピーマン類）　オレンジピーマン　果実　生,0.9,0.3,4.2,19
759,（ピーマン類）　オレンジピーマン　果実　油いため,1.1,5.1,7.6,81
760,（ピーマン類）　黄ピーマン　果実　生,0.8,0.2,6.6,28
761,（ピーマン類）　黄ピーマン　果実　油いため,0.8,4.3,6.9,61
762,（ピーマン類）　トマピー　果実　生,1.0,0.2,7.5,33
763,ひのな　根・茎葉　生,1.0,Tr,4.7,17
764,ひのな　根・茎葉　甘酢漬,1.4,0.5,17.3,70
765,ひろしまな　葉　生,1.5,0.2,4.2,19
766,ひろしまな　塩漬,1.2,0.2,3.3,15
767,（ふき類）　ふき　葉柄　生,0.3,0,3.0,11
768,（ふき類）　ふき　葉柄　ゆで,0.3,0,1.9,7
769,（ふき類）　ふきのとう　花序　生,2.5,0.1,10.0,38
770,（ふき類）　ふきのとう　花序　ゆで,2.5,0.1,7.0,31
771,ふじまめ　若ざや　生,2.5,0.1,7.4,32
772,ふだんそう　葉　生,2.0,0.1,3.7,17
773,ふだんそう　葉　ゆで,2.8,0.1,5.4,26
774,ブロッコリー　花序　生,5.4,0.6,6.6,37
775,ブロッコリー　花序　ゆで,3.9,0.4,5.2,30
776,ブロッコリー　花序　電子レンジ調理,5.7,0.7,7.0,57
777,ブロッコリー　花序　焼き,9.9,1.2,8.4,84
778,ブロッコリー　花序　油いため,6.9,6.3,6.1,109
779,ブロッコリー　芽ばえ　生,1.9,0.6,2.6,18
780,へちま　果実　生,0.8,0.1,3.8,17
781,へちま　果実　ゆで,1.6,0.1,3.7,19
782,ほうれんそう　葉　通年平均　生,2.2,0.4,3.1,18
783,ほうれんそう　葉　通年平均　ゆで,2.6,0.5,4.0,23
784,ほうれんそう　葉　通年平均　油いため,3.8,8.1,4.4,91
785,ほうれんそう　葉　夏採り　生,2.2,0.4,3.1,18
786,ほうれんそう　葉　夏採り　ゆで,2.6,0.5,4.0,23
787,ほうれんそう　葉　冬採り　生,2.2,0.4,3.1,18
788,ほうれんそう　葉　冬採り　ゆで,2.6,0.5,4.0,23
789,ほうれんそう　葉　冷凍,2.9,0.3,3.4,22
790,ほうれんそう　葉　冷凍　ゆで,3.7,0.5,3.8,27
791,ほうれんそう　葉　冷凍　油いため,4.0,4.5,5.4,67
792,ホースラディシュ　根茎　生,3.1,0.3,17.7,69
793,まこも　茎　生,1.3,0.2,4.4,19
794,みずかけな　葉　生,2.9,0.1,4.7,25
795,みずかけな　塩漬,4.9,Tr,5.7,34
796,みずな　葉　生,2.2,0.1,4.8,23
797,みずな　葉　ゆで,2.0,0.1,4.7,21
798,みずな　塩漬,2.0,0.1,5.9,26
799,（みつば類）　切りみつば　葉　生,1.0,0.1,4.0,16
800,（みつば類）　切りみつば　葉　ゆで,0.9,0.1,3.3,12
801,（みつば類）　根みつば　葉　生,1.9,0.1,4.1,19
802,（みつば類）　根みつば　葉　ゆで,2.3,0.1,3.9,19
803,（みつば類）　糸みつば　葉　生,0.9,0.1,2.9,12
804,（みつば類）　糸みつば　葉　ゆで,1.1,0,4.0,14
805,みぶな　葉　生,1.1,0.3,2.9,14
806,（みょうが類）　みょうが　花穂　生,0.9,0.1,2.6,11
807,（みょうが類）　みょうがたけ　茎葉　生,0.4,0.1,1.5,6
808,むかご　肉芽　生,2.9,0.2,20.6,87
809,めキャベツ　結球葉　生,5.7,0.1,9.9,52
810,めキャベツ　結球葉　ゆで,5.3,0.1,9.8,51
811,めたで　芽ばえ　生,3.0,0.5,8.8,39
812,（もやし類）　アルファルファもやし　生,1.6,0.1,2.0,11
813,（もやし類）　だいずもやし　生,3.7,1.5,2.3,29
814,（もやし類）　だいずもやし　ゆで,2.9,1.6,2.2,27
815,（もやし類）　ブラックマッペもやし　生,2.2,Tr,2.8,17
816,（もやし類）　ブラックマッペもやし　ゆで,1.3,Tr,2.7,13
817,（もやし類）　ブラックマッペもやし　油いため,2.3,0.9,5.8,41
818,（もやし類）　りょくとうもやし　生,1.7,0.1,2.6,15
819,（もやし類）　りょくとうもやし　ゆで,1.6,0,2.3,12
820,モロヘイヤ　茎葉　生,4.8,0.5,6.3,36
821,モロヘイヤ　茎葉　ゆで,3.0,0.4,4.0,24
822,やぶまめ　生,15.5,6.5,29.5,219
823,やまごぼう　みそ漬,4.1,0.1,15.6,66
824,ゆりね　りん茎　生,3.8,0.1,28.3,119
825,ゆりね　りん茎　ゆで,3.4,0.1,28.7,117
826,ようさい　茎葉　生,2.2,0.1,3.1,17
827,ようさい　茎葉　ゆで,2.2,0.1,4.1,18
828,よめな　葉　生,3.4,0.2,10.0,40
829,よもぎ　葉　生,5.2,0.3,8.7,43
830,よもぎ　葉　ゆで,4.8,0.1,8.2,37
831,らっかせい　未熟豆　生,12.0,24.2,12.4,306
832,らっかせい　未熟豆　ゆで,11.9,23.5,12.3,298
833,（らっきょう類）　らっきょう　りん茎　生,1.4,0.2,29.3,83
834,（らっきょう類）　らっきょう　甘酢漬,0.4,0.3,29.4,118
835,（らっきょう類）　エシャレット　りん茎　生,2.3,0.2,17.8,59
836,リーキ　りん茎葉　生,1.6,0.1,6.9,30
837,リーキ　りん茎葉　ゆで,1.3,0.1,6.8,28
838,ルッコラ　葉　生,1.9,0.4,3.1,17
839,ルバーブ　葉柄　生,0.7,0.1,6.0,23
840,ルバーブ　葉柄　ゆで,0.5,0.1,4.6,14
841,（レタス類）　レタス　土耕栽培　結球葉　生,0.6,0.1,2.8,11
842,（レタス類）　レタス　水耕栽培　結球葉　生,0.8,0.2,2.9,13
843,（レタス類）　サラダな　葉　生,1.0,0.2,2.7,10
844,（レタス類）　リーフレタス　葉　生,1.4,0.1,3.3,16
845,（レタス類）　サニーレタス　葉　生,1.2,0.2,3.2,15
846,（レタス類）　サンチュ　葉　生,1.2,0.4,2.5,14
847,（レタス類）　コスレタス　葉　生,1.2,0.2,3.4,16
848,れんこん　根茎　生,1.9,0.1,15.5,66
849,れんこん　根茎　ゆで,1.3,0.1,16.1,66
850,れんこん　甘酢れんこん,0.6,0.2,16.5,68
851,わけぎ　葉　生,1.6,0,7.4,30
852,わけぎ　葉　ゆで,1.9,0,6.9,29
853,わさび　根茎　生,5.6,0.2,18.4,89
854,わさび　わさび漬,7.1,0.5,28.0,140
855,わらび　生わらび　生,2.4,0.1,4.0,19
856,わらび　生わらび　ゆで,1.5,0.1,3.0,13
857,わらび　干しわらび　乾,20.0,0.7,61.4,216
858,（その他）　ミックスベジタブル　冷凍,3.0,0.7,15.1,67
859,（その他）　ミックスベジタブル　冷凍　ゆで,3.1,0.8,14.6,65
860,（その他）　ミックスベジタブル　冷凍　油いため,3.3,4.9,15.7,108
861,（その他）　野菜ミックスジュース　通常タイプ,0.8,0.1,4.7,21
862,（その他）　野菜ミックスジュース　濃縮タイプ,1.0,0.3,7.8,36
863,あけび　果肉　生,0.5,0.1,22.0,89
864,あけび　果皮　生,0.3,0.3,8.6,32
865,アサイー　冷凍　無糖,0.9,5.3,5.0,62
866,アセロラ　酸味種　生,0.7,0.1,9.0,36
867,アセロラ　甘味種　生,0.7,0.1,9.0,36
868,アセロラ　果実飲料　10%果汁入り飲料,0.1,0,10.5,42
869,アテモヤ　生,1.8,0.4,19.4,81
870,アボカド　生,2.1,17.5,7.9,178
871,あんず　生,1.0,0.3,8.5,37
872,あんず　乾,9.2,0.4,70.4,296
873,あんず　缶詰,0.5,0.4,18.9,79
874,あんず　ジャム　高糖度,0.3,0.1,64.9,252
875,あんず　ジャム　低糖度,0.4,0.1,50.5,202
876,いちご　生,0.9,0.1,8.5,31
877,いちご　ジャム　高糖度,0.4,0.1,63.3,250
878,いちご　ジャム　低糖度,0.5,0.1,48.4,194
879,いちご　乾,0.5,0.2,82.8,329
880,いちじく　生,0.6,0.1,14.3,57
881,いちじく　乾,3.0,1.1,75.3,272
882,いちじく　缶詰,0.5,0.1,19.4,78
883,うめ　生,0.7,0.5,7.9,33
884,うめ　梅漬　塩漬,0.7,0.4,6.7,27
885,うめ　梅漬　調味漬,1.5,0.5,10.5,45
886,うめ　梅干し　塩漬,0.9,0.7,8.6,29
887,うめ　梅干し　調味漬,1.5,0.6,21.1,90
888,うめ　梅びしお,0.7,0.5,48.1,196
889,うめ　果実飲料　20%果汁入り飲料,Tr,Tr,12.3,49
890,オリーブ　塩漬　グリーンオリーブ,1.0,15.0,4.5,148
891,オリーブ　塩漬　ブラックオリーブ,0.8,12.3,3.4,121
892,オリーブ　塩漬　スタッフドオリーブ,0.8,14.3,4.2,141
893,かき　甘がき　生,0.4,0.2,15.9,63
894,かき　渋抜きがき　生,0.5,0.1,16.9,59
895,かき　干しがき,1.5,1.7,71.3,274
896,かりん　生,0.4,0.1,18.3,58
897,（かんきつ類）　いよかん　砂じょう　生,0.9,0.1,11.8,50
898,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生,0.5,0.1,11.9,49
899,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生,0.7,0.1,12.0,49
900,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生,0.5,0.1,11.3,47
901,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生,0.7,0.1,11.5,49
902,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース,0.5,0.1,10.6,45
903,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース,0.5,0.1,9.9,42
904,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース,0.2,Tr,13.0,53
905,（かんきつ類）　うんしゅうみかん　果実飲料　50%果汁入り飲料,0.2,Tr,14.7,59
906,（かんきつ類）　うんしゅうみかん　果実飲料　20%果汁入り飲料,0.1,Tr,12.4,50
907,（かんきつ類）　うんしゅうみかん　缶詰　果肉,0.5,0.1,15.3,63
908,（かんきつ類）　うんしゅうみかん　缶詰　液汁,0.3,0.1,15.3,63
909,（かんきつ類）　オレンジ　ネーブル　砂じょう　生,0.9,0.1,11.8,48
910,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生,1.0,0.1,9.8,42
911,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース,0.8,Tr,11.0,45
912,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,0.7,0.1,10.7,46
913,（かんきつ類）　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,0.4,0.2,10.8,46
914,（かんきつ類）　オレンジ　バレンシア　果実飲料　30%果汁入り飲料,0.2,Tr,10.0,41
915,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度,0.2,0.1,63.2,233
916,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度,0.3,0.1,47.7,190
917,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生,1.0,0.1,9.8,43
918,（かんきつ類）　オロブランコ　砂じょう　生,0.8,0.1,10.1,43
919,（かんきつ類）　かぼす　果汁　生,0.4,0.1,8.5,36
920,（かんきつ類）　かわちばんかん　砂じょう　生,0.7,0.2,8.8,38
921,（かんきつ類）　きよみ　砂じょう　生,0.8,0.2,10.3,45
922,（かんきつ類）　きんかん　全果　生,0.5,0.7,17.5,67
923,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,0.9,0.1,9.6,40
924,（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生,0.9,0.1,9.6,40
925,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,0.6,0.1,10.3,44
926,（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース,0.7,0.1,8.8,38
927,（かんきつ類）　グレープフルーツ　果実飲料　50%果汁入り飲料,0.3,Tr,11.1,45
928,（かんきつ類）　グレープフルーツ　果実飲料　20%果汁入り飲料,0.1,Tr,9.7,39
929,（かんきつ類）　グレープフルーツ　缶詰,0.5,Tr,17.1,60
930,（かんきつ類）　さんぼうかん　砂じょう　生,0.7,0.3,10.9,47
931,（かんきつ類）　シークヮーサー　果汁　生,0.8,0.1,7.9,35
932,（かんきつ類）　シークヮーサー　果実飲料　10%果汁入り飲料,0.1,Tr,11.8,48
933,（かんきつ類）　しらぬひ　砂じょう　生,0.8,0.2,12.9,56
934,（かんきつ類）　すだち　果皮　生,1.8,0.3,16.4,55
935,（かんきつ類）　すだち　果汁　生,0.5,0.1,6.6,29
936,（かんきつ類）　せとか　砂じょう　生,0.8,0.2,11.7,50
937,（かんきつ類）　セミノール　砂じょう　生,1.1,0.1,12.4,53
938,（かんきつ類）　だいだい　果汁　生,0.3,0.2,8.0,35
939,（かんきつ類）　なつみかん　砂じょう　生,0.9,0.1,10.0,42
940,（かんきつ類）　なつみかん　缶詰,0.5,0.1,19.4,80
941,（かんきつ類）　はっさく　砂じょう　生,0.8,0.1,11.5,47
942,（かんきつ類）　はるみ　砂じょう　生,0.9,0.2,12.1,52
943,（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生,0.6,0.1,11.7,46
944,（かんきつ類）　ひゅうがなつ　砂じょう　生,0.6,0.1,8.3,35
945,（かんきつ類）　ぶんたん　砂じょう　生,0.7,0.1,9.8,41
946,（かんきつ類）　ぶんたん　ざぼん漬,0.2,0.1,85.5,338
947,（かんきつ類）　ぽんかん　砂じょう　生,0.9,0.1,9.9,42
948,（かんきつ類）　ゆず　果皮　生,1.2,0.5,14.2,50
949,（かんきつ類）　ゆず　果汁　生,0.5,0.1,7.0,30
950,（かんきつ類）　ライム　果汁　生,0.4,0.1,9.3,39
951,（かんきつ類）　レモン　全果　生,0.9,0.7,12.5,43
952,（かんきつ類）　レモン　果汁　生,0.4,0.2,8.6,24
953,キウイフルーツ　緑肉種　生,1.0,0.2,13.4,51
954,キウイフルーツ　黄肉種　生,1.1,0.2,14.9,63
955,きはだ　実　乾,7.3,9.8,65.1,378
956,キワノ　生,1.5,0.9,8.0,41
957,グァバ　赤肉種　生,0.6,0.1,9.9,33
958,グァバ　白肉種　生,0.6,0.1,9.9,33
959,グァバ　果実飲料　20%果汁入り飲料　（ネクター）,0.1,0.1,12.3,49
960,グァバ　果実飲料　10%果汁入り飲料,0.1,0.1,12.3,50
961,くこ　実　乾,12.3,4.1,75.3,387
962,ぐみ　生,1.3,0.2,17.2,72
963,ココナッツ　ココナッツウォーター,0.2,0.1,5.0,22
964,ココナッツ　ココナッツミルク,1.9,16.0,2.8,157
965,ココナッツ　ナタデココ,0,Tr,20.2,80
966,さくらんぼ　国産　生,1.0,0.2,15.2,64
967,さくらんぼ　米国産　生,1.2,0.1,17.1,64
968,さくらんぼ　米国産　缶詰,0.6,0.1,17.6,70
969,ざくろ　生,0.2,Tr,15.5,63
970,すいか　赤肉種　生,0.6,0.1,9.5,41
971,すいか　黄肉種　生,0.6,0.1,9.5,41
972,（すぐり類）　カシス　冷凍,1.6,1.6,13.4,62
973,（すぐり類）　グーズベリー　生,1.0,0.1,13.2,51
974,スターフルーツ　生,0.7,0.1,7.5,30
975,（すもも類）　にほんすもも　生,0.6,1.0,9.4,46
976,（すもも類）　プルーン　生,0.7,0.1,12.6,49
977,（すもも類）　プルーン　乾,2.4,0.2,62.3,211
978,チェリモヤ　生,1.3,0.3,19.8,82
979,ドラゴンフルーツ　生,1.4,0.3,11.8,52
980,ドリアン　生,2.3,3.3,27.1,140
981,（なし類）　日本なし　生,0.3,0.1,11.3,38
982,（なし類）　日本なし　缶詰,0.1,0.1,19.1,76
983,（なし類）　中国なし　生,0.2,0.1,12.7,49
984,（なし類）　西洋なし　生,0.3,0.1,14.4,48
985,（なし類）　西洋なし　缶詰,0.2,0.1,20.7,79
986,なつめ　乾,3.9,2.0,71.4,294
987,なつめやし　乾,2.2,0.2,71.3,281
988,パインアップル　生,0.6,0.1,13.7,54
989,パインアップル　焼き,0.9,0.2,20.1,75
990,パインアップル　果実飲料　ストレートジュース,0.3,0.1,11.0,46
991,パインアップル　果実飲料　濃縮還元ジュース,0.1,0.1,11.1,45
992,パインアップル　果実飲料　50%果汁入り飲料,0.3,0.1,12.1,50
993,パインアップル　果実飲料　10%果汁入り飲料,Tr,Tr,12.4,50
994,パインアップル　缶詰,0.4,0.1,20.3,76
995,パインアップル　砂糖漬,0.5,0.2,86.8,349
996,ハスカップ　生,0.7,0.6,12.8,55
997,パッションフルーツ　果汁　生,0.8,0.4,16.2,67
998,バナナ　生,1.1,0.2,22.5,93
999,バナナ　乾,3.8,0.4,78.5,314
1000,パパイア　完熟　生,0.5,0.2,9.5,33
1001,パパイア　未熟　生,1.3,0.1,9.4,35
1002,びわ　生,0.3,0.1,10.6,41
1003,びわ　缶詰,0.3,0.1,19.8,80
1004,ぶどう　皮なし　生,0.4,0.1,15.7,58
1005,ぶどう　皮つき　生,0.6,0.2,16.9,69
1006,ぶどう　干しぶどう,2.7,0.2,80.3,324
1007,ぶどう　果実飲料　ストレートジュース,0.3,0.2,14.3,54
1008,ぶどう　果実飲料　濃縮還元ジュース,0.3,0.3,12.0,46
1009,ぶどう　果実飲料　70%果汁入り飲料,0.2,Tr,12.9,52
1010,ぶどう　果実飲料　10%果汁入り飲料,Tr,Tr,13.1,52
1011,ぶどう　缶詰,0.4,0.1,20.4,83
1012,ぶどう　ジャム,0.5,0.1,47.5,189
1013,ブルーベリー　生,0.5,0.1,12.9,48
1014,ブルーベリー　ジャム,0.7,0.3,43.8,174
1015,ブルーベリー　乾,2.7,1.9,72.5,280
1016,ホワイトサポテ　生,1.5,0.1,18.9,73
1017,まくわうり　黄肉種　生,0.8,0.1,7.8,34
1018,まくわうり　白肉種　生,0.8,0.1,7.8,34
1019,マルメロ　生,0.3,0.1,15.1,48
1020,マンゴー　生,0.6,0.1,16.9,68
1021,マンゴー　ドライマンゴー,3.1,0.7,84.9,339
1022,マンゴスチン　生,0.6,0.2,17.5,71
1023,メロン　温室メロン　生,1.1,0.1,10.3,40
1024,メロン　露地メロン　緑肉種　生,1.0,0.1,10.4,45
1025,メロン　露地メロン　赤肉種　生,1.0,0.1,10.4,45
1026,（もも類）　もも　白肉種　生,0.6,0.1,10.2,38
1027,（もも類）　もも　黄肉種　生,0.5,0.2,13.4,48
1028,（もも類）　もも　果実飲料　30%果汁入り飲料　（ネクター）,0.2,0.1,11.6,46
1029,（もも類）　もも　缶詰　白肉種　果肉,0.5,0.1,20.6,82
1030,（もも類）　もも　缶詰　黄肉種　果肉,0.5,0.1,20.6,83
1031,（もも類）　もも　缶詰　液汁,0.3,0.1,19.8,81
1032,（もも類）　ネクタリン　生,0.7,0.3,10.7,39
1033,やまもも　生,0.5,0.2,11.3,47
1034,ライチー　生,1.0,0.1,16.4,61
1035,ラズベリー　生,1.1,0.1,10.2,36
1036,りゅうがん　乾,5.1,0.4,72.9,310
1037,りんご　皮なし　生,0.1,0.2,15.5,53
