Num,Name,PROTEIN,FAT,CARBON HYDRATE
1367,＜魚類＞　さんま　皮つき　焼き,23.3,22.8,0.2
1368,＜魚類＞　さんま　開き干し,19.3,19.0,0.1
1369,＜魚類＞　さんま　みりん干し,23.9,25.8,20.4
1370,＜魚類＞　さんま　缶詰　味付け,18.9,18.9,5.6
1371,＜魚類＞　さんま　缶詰　かば焼,17.4,13.0,9.7
1372,＜魚類＞　しいら　生,21.3,1.9,Tr
1373,＜魚類＞　（ししゃも類）　ししゃも　生干し　生,21.0,8.1,0.2
1374,＜魚類＞　（ししゃも類）　ししゃも　生干し　焼き,24.3,7.8,0.2
1375,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　生,15.6,11.6,0.5
1376,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　焼き,18.2,11.3,0.6
1377,＜魚類＞　したびらめ　生,19.2,1.6,Tr
1378,＜魚類＞　しまあじ　養殖　生,21.9,8.0,0.1
1379,＜魚類＞　しらうお　生,13.6,2.0,0.1
1380,＜魚類＞　シルバー　生,18.6,7.9,Tr
1381,＜魚類＞　すずき　生,19.8,4.2,Tr
1382,＜魚類＞　（たい類）　きだい　生,18.6,3.1,0.2
1383,＜魚類＞　（たい類）　くろだい　生,20.4,6.7,0.3
1384,＜魚類＞　（たい類）　ちだい　生,19.4,2.4,0.1
1385,＜魚類＞　（たい類）　まだい　天然　生,20.6,5.8,0.1
1386,＜魚類＞　（たい類）　まだい　養殖　皮つき　生,20.9,9.4,0.1
1387,＜魚類＞　（たい類）　まだい　養殖　皮つき　水煮,22.2,11.9,0.1
1388,＜魚類＞　（たい類）　まだい　養殖　皮つき　焼き,22.7,12.0,0.1
1389,＜魚類＞　（たい類）　まだい　養殖　皮なし　生,21.2,5.9,0.2
1390,＜魚類＞　たかさご　生,20.2,1.5,0.1
1391,＜魚類＞　たかべ　生,18.7,9.0,Tr
1392,＜魚類＞　たちうお　生,16.5,20.9,Tr
1393,＜魚類＞　（たら類）　すけとうだら　生,17.4,1.0,0.1
1394,＜魚類＞　（たら類）　すけとうだら　フライ,19.2,11.9,5.7
1395,＜魚類＞　（たら類）　すけとうだら　すり身,17.5,0.2,6.6
1396,＜魚類＞　（たら類）　すけとうだら　すきみだら,40.5,0.3,0.1
1397,＜魚類＞　（たら類）　すけとうだら　たらこ　生,24.0,4.7,0.4
1398,＜魚類＞　（たら類）　すけとうだら　たらこ　焼き,28.3,6.1,0.5
1399,＜魚類＞　（たら類）　すけとうだら　からしめんたいこ,21.0,3.3,3.0
1400,＜魚類＞　（たら類）　まだら　生,17.6,0.2,0.1
1401,＜魚類＞　（たら類）　まだら　焼き,25.2,0.2,0.2
1402,＜魚類＞　（たら類）　まだら　しらこ　生,13.4,0.8,0.2
1403,＜魚類＞　（たら類）　まだら　塩だら,15.2,0.1,Tr
1404,＜魚類＞　（たら類）　まだら　干しだら,73.2,0.8,0.1
1405,＜魚類＞　（たら類）　加工品　でんぶ,25.5,1.1,41.5
1406,＜魚類＞　（たら類）　加工品　桜でんぶ,10.6,0.5,80.2
1407,＜魚類＞　ちか　生,19.5,0.6,Tr
1408,＜魚類＞　どじょう　生,16.1,1.2,Tr
1409,＜魚類＞　どじょう　水煮,17.1,1.2,Tr
1410,＜魚類＞　とびうお　生,21.0,0.7,0.1
1411,＜魚類＞　とびうお　煮干し,80.0,2.2,0.1
1412,＜魚類＞　とびうお　焼き干し,73.4,3.3,0.1
1413,＜魚類＞　ナイルティラピア　生,19.8,5.3,0.2
1414,＜魚類＞　なまず　生,18.4,8.6,Tr
1415,＜魚類＞　にぎす　生,18.7,1.2,0.1
1416,＜魚類＞　にしん　生,17.4,15.1,0.1
1417,＜魚類＞　にしん　身欠きにしん,20.9,16.7,0.2
1418,＜魚類＞　にしん　開き干し,18.5,19.7,0.2
1419,＜魚類＞　にしん　くん製,23.1,22.1,Tr
1420,＜魚類＞　にしん　かずのこ　生,25.2,6.7,0.2
1421,＜魚類＞　にしん　かずのこ　乾,65.2,13.6,0.5
1422,＜魚類＞　にしん　かずのこ　塩蔵　水戻し,15.0,3.0,0.6
1423,＜魚類＞　はぜ　生,19.1,0.2,0.1
1424,＜魚類＞　はぜ　つくだ煮,24.3,3.0,39.9
1425,＜魚類＞　はぜ　甘露煮,21.1,2.2,40.3
1426,＜魚類＞　はたはた　生,14.1,5.7,Tr
1427,＜魚類＞　はたはた　生干し,16.7,10.3,Tr
1428,＜魚類＞　はまふえふき　生,20.5,0.3,0.1
1429,＜魚類＞　はも　生,22.3,5.3,Tr
1430,＜魚類＞　ひらまさ　生,22.6,4.9,0.1
1431,＜魚類＞　ひらめ　天然　生,20.0,2.0,Tr
1432,＜魚類＞　ひらめ　養殖　皮つき　生,21.6,3.7,Tr
1433,＜魚類＞　ひらめ　養殖　皮なし　生,21.2,2.5,0.1
1434,＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,19.3,0.3,0.2
1435,＜魚類＞　（ふぐ類）　まふぐ　生,18.9,0.4,Tr
1436,＜魚類＞　ふな　生,18.2,2.5,0.1
1437,＜魚類＞　ふな　水煮,20.3,2.8,0.1
1438,＜魚類＞　ふな　甘露煮,15.5,3.6,44.4
1439,＜魚類＞　ふな　ふなずし,21.3,7.9,9.2
1440,＜魚類＞　ぶり　成魚　生,21.4,17.6,0.3
1441,＜魚類＞　ぶり　成魚　焼き,26.2,20.4,0.3
1442,＜魚類＞　ぶり　はまち　養殖　皮つき　生,20.7,17.2,0.3
1443,＜魚類＞　ぶり　はまち　養殖　皮なし　生,21.0,12.0,0.3
1444,＜魚類＞　ほうぼう　生,19.6,4.2,Tr
1445,＜魚類＞　ホキ　生,17.0,1.3,Tr
1446,＜魚類＞　ほっけ　生,17.3,4.4,0.1
1447,＜魚類＞　ほっけ　塩ほっけ,18.1,4.9,0.1
1448,＜魚類＞　ほっけ　開き干し　生,20.6,9.4,0.1
1449,＜魚類＞　ほっけ　開き干し　焼き,23.1,10.9,0.2
1450,＜魚類＞　ぼら　生,19.2,5.0,0.1
1451,＜魚類＞　ぼら　からすみ,40.4,28.9,0.3
1452,＜魚類＞　ほんもろこ　生,17.5,4.1,0.1
1453,＜魚類＞　（まぐろ類）　きはだ　生,24.3,1.0,Tr
1454,＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,26.4,1.4,0.1
1455,＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,20.1,27.5,0.1
1456,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,24.8,7.6,0.3
1457,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,27.2,8.3,0.3
1458,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,28.0,9.9,0.2
1459,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,30.4,8.7,0.3
1460,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,29.0,10.6,0.3
1461,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,28.0,10.2,0.3
1462,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,25.1,12.6,3.2
1463,＜魚類＞　（まぐろ類）　びんなが　生,26.0,0.7,0.2
1464,＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,21.6,0.4,0.1
1465,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,20.3,28.3,0.1
1466,＜魚類＞　（まぐろ類）　めじまぐろ　生,25.2,4.8,0.1
1467,＜魚類＞　（まぐろ類） めばち　赤身　生,25.4,2.3,0.3
1468,＜魚類＞　（まぐろ類） めばち　脂身　生,23.9,7.5,0.4
1469,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,16.0,0.7,0.2
1470,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,18.3,2.5,0.4
1471,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,19.0,2.3,9.9
1472,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,17.7,21.7,0.1
1473,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,18.8,23.6,0.1
1474,＜魚類＞　マジェランあいなめ　生,13.3,22.9,0.1
1475,＜魚類＞　まながつお　生,17.1,10.9,Tr
1476,＜魚類＞　みなみくろたち　生,21.7,3.0,0.1
1477,＜魚類＞　みなみだら　生,16.4,0.3,Tr
1478,＜魚類＞　むつ　生,16.7,12.6,Tr
1479,＜魚類＞　むつ　水煮,22.2,8.4,Tr
1480,＜魚類＞　めじな　生,19.4,4.5,0.1
1481,＜魚類＞　めばる　生,18.1,3.5,Tr
1482,＜魚類＞　メルルーサ　生,17.0,0.6,Tr
1483,＜魚類＞　やつめうなぎ　生,15.8,21.8,0.2
1484,＜魚類＞　やつめうなぎ　干しやつめ,50.3,31.2,0.5
1485,＜魚類＞　やまめ　養殖　生,18.4,4.3,0.3
1486,＜魚類＞　わかさぎ　生,14.4,1.7,0.1
1487,＜魚類＞　わかさぎ　つくだ煮,28.7,5.5,38.2
1488,＜魚類＞　わかさぎ　あめ煮,26.3,5.1,40.4
1489,＜貝類＞　あかがい　生,13.5,0.3,3.5
1490,＜貝類＞　あげまき　生,8.1,0.6,2.0
1491,＜貝類＞　あさり　生,6.0,0.3,0.4
1492,＜貝類＞　あさり　つくだ煮,20.8,2.4,30.1
1493,＜貝類＞　あさり　缶詰　水煮,20.3,2.2,1.9
1494,＜貝類＞　あさり　缶詰　味付け,16.6,1.9,11.5
1495,＜貝類＞　あわび　くろあわび　生,14.3,0.8,3.6
1496,＜貝類＞　あわび　まだかあわび　生,14.6,0.4,3.3
1497,＜貝類＞　あわび　めがいあわび　生,12.2,0.3,6.8
1498,＜貝類＞　あわび　干し,38.0,1.6,23.8
1499,＜貝類＞　あわび　塩辛,14.8,3.9,1.4
1500,＜貝類＞　あわび　水煮缶詰,19.4,0.4,1.0
1501,＜貝類＞　いがい　生,10.3,1.6,3.2
1502,＜貝類＞　いたやがい　養殖　生,10.8,0.8,1.5
1503,＜貝類＞　エスカルゴ　水煮缶詰,16.5,1.0,0.8
1504,＜貝類＞　かき　養殖　生,6.9,2.2,4.9
1505,＜貝類＞　かき　養殖　水煮,9.9,3.6,7.1
1506,＜貝類＞　かき　養殖　フライ,7.6,11.1,32.9
1507,＜貝類＞　かき　くん製油漬缶詰,12.5,22.6,11.2
1508,＜貝類＞　さざえ　生,19.4,0.4,0.8
1509,＜貝類＞　さざえ　焼き,21.3,0.4,0.9
1510,＜貝類＞　さるぼう　味付け缶詰,15.9,2.2,12.9
1511,＜貝類＞　しじみ　生,7.5,1.4,4.5
1512,＜貝類＞　しじみ　水煮,15.4,2.7,5.5
1513,＜貝類＞　たいらがい　貝柱　生,21.8,0.2,1.5
1514,＜貝類＞　たにし　生,13.0,1.1,3.6
1515,＜貝類＞　つぶ　生,17.8,0.2,2.3
1516,＜貝類＞　とこぶし　生,16.0,0.4,3.0
1517,＜貝類＞　とりがい　斧足　生,12.9,0.3,6.9
1518,＜貝類＞　ばい　生,16.3,0.6,3.1
1519,＜貝類＞　ばかがい　生,10.9,0.5,2.4
1520,＜貝類＞　（はまぐり類）　はまぐり　生,6.1,0.6,1.8
1521,＜貝類＞　（はまぐり類）　はまぐり　水煮,14.9,1.5,2.9
1522,＜貝類＞　（はまぐり類）　はまぐり　焼き,13.3,1.0,2.8
1523,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,27.0,2.8,21.4
1524,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,6.5,1.0,2.7
1525,＜貝類＞　ほたてがい　生,13.5,0.9,1.5
1526,＜貝類＞　ほたてがい　水煮,17.6,1.9,1.9
1527,＜貝類＞　ほたてがい　貝柱　生,16.9,0.3,3.5
1528,＜貝類＞　ほたてがい　貝柱　焼き,23.8,0.3,4.6
1529,＜貝類＞　ほたてがい　貝柱　煮干し,65.7,1.4,7.6
1530,＜貝類＞　ほたてがい　貝柱　水煮缶詰,19.5,0.6,1.5
1531,＜貝類＞　ほっきがい　生,11.1,1.1,3.8
1532,＜貝類＞　みるがい　水管　生,18.3,0.4,0.3
1533,＜えび・かに類＞　（えび類）　あまえび　生,19.8,1.5,0.1
1534,＜えび・かに類＞　（えび類）　いせえび　生,20.9,0.4,Tr
1535,＜えび・かに類＞　（えび類）　くるまえび　養殖　生,21.6,0.6,Tr
1536,＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,28.2,0.5,Tr
1537,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,23.5,0.4,Tr
1538,＜えび・かに類＞　（えび類）　さくらえび　生,16.6,2.0,0.1
1539,＜えび・かに類＞　（えび類）　さくらえび　ゆで,18.2,1.5,Tr
1540,＜えび・かに類＞　（えび類）　さくらえび　素干し,64.9,4.0,0.1
1541,＜えび・かに類＞　（えび類）　さくらえび　煮干し,59.1,2.5,0.1
1542,＜えび・かに類＞　（えび類）　大正えび　生,21.7,0.3,0.1
1543,＜えび・かに類＞　（えび類）　しばえび　生,18.7,0.4,0.1
1544,＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,19.6,0.6,0.7
1545,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,20.0,10.3,6.5
1546,＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,18.4,0.3,0.3
1547,＜えび・かに類＞　（えび類）　加工品　干しえび,48.6,2.8,0.3
1548,＜えび・かに類＞　（えび類）　加工品　つくだ煮,25.9,2.2,30.1
1549,＜えび・かに類＞　（かに類）　がざみ　生,14.4,0.3,0.3
1550,＜えび・かに類＞　（かに類）　毛がに　生,15.8,0.5,0.2
1551,＜えび・かに類＞　（かに類）　毛がに　ゆで,18.4,0.5,0.2
1552,＜えび・かに類＞　（かに類）　ずわいがに　生,13.9,0.4,0.1
1553,＜えび・かに類＞　（かに類）　ずわいがに　ゆで,15.0,0.6,0.1
1554,＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,16.3,0.4,0.2
1555,＜えび・かに類＞　（かに類）　たらばがに　生,13.0,0.9,0.2
1556,＜えび・かに類＞　（かに類）　たらばがに　ゆで,17.5,1.5,0.3
1557,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,20.6,0.3,0.1
1558,＜えび・かに類＞　（かに類）　加工品　がん漬,8.4,0.4,5.4
1559,＜いか・たこ類＞　（いか類）　あかいか　生,17.9,1.5,Tr
1560,＜いか・たこ類＞　（いか類）　けんさきいか　生,17.5,1.0,0.1
1561,＜いか・たこ類＞　（いか類）　こういか　生,14.9,1.3,0.1
1562,＜いか・たこ類＞　（いか類）　するめいか　生,17.9,0.8,0.1
1563,＜いか・たこ類＞　（いか類）　するめいか　水煮,21.9,0.9,0.1
1564,＜いか・たこ類＞　（いか類）　するめいか　焼き,23.6,1.0,0.1
1565,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,18.6,0.7,0.1
1566,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,18.6,0.6,0.1
1567,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,16.7,10.8,6.3
1568,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,16.9,0.9,0
1569,＜いか・たこ類＞　（いか類）　ほたるいか　生,11.8,3.5,0.2
1570,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,17.7,2.9,0.4
1571,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,43.1,7.5,21.3
1572,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,27.0,6.7,22.9
1573,＜いか・たこ類＞　（いか類）　やりいか　生,17.6,1.0,0.4
1574,＜いか・たこ類＞　（いか類）　加工品　するめ,69.2,4.3,0.4
1575,＜いか・たこ類＞　（いか類）　加工品　さきいか,45.5,3.1,17.3
1576,＜いか・たこ類＞　（いか類）　加工品　くん製,35.2,1.5,12.8
1577,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,22.7,4.7,46.1
1578,＜いか・たこ類＞　（いか類）　加工品　いかあられ,20.0,1.8,49.1
1579,＜いか・たこ類＞　（いか類）　加工品　塩辛,15.2,3.4,6.5
1580,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,21.4,1.8,7.7
1581,＜いか・たこ類＞　（たこ類）　いいだこ　生,14.6,0.8,0.1
1582,＜いか・たこ類＞　（たこ類）　まだこ　生,16.4,0.7,0.1
1583,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,21.7,0.7,0.1
1584,＜いか・たこ類＞　（たこ類）　みずだこ　生,13.4,0.9,0.1
1585,＜その他＞　あみ　つくだ煮,19.1,1.8,35.1
1586,＜その他＞　あみ　塩辛,12.9,1.1,0.8
1587,＜その他＞　うに　生うに,16.0,4.8,3.3
1588,＜その他＞　うに　粒うに,17.2,5.8,15.6
1589,＜その他＞　うに　練りうに,13.5,2.9,22.4
1590,＜その他＞　おきあみ　生,15.0,3.2,0.2
1591,＜その他＞　おきあみ　ゆで,13.8,3.0,Tr
1592,＜その他＞　くらげ　塩蔵　塩抜き,5.2,0.1,Tr
1593,＜その他＞　しゃこ　ゆで,19.2,1.7,0.2
1594,＜その他＞　なまこ　生,4.6,0.3,0.5
1595,＜その他＞　なまこ　このわた,11.4,1.8,0.5
1596,＜その他＞　ほや　生,5.0,0.8,0.8
1597,＜その他＞　ほや　塩辛,11.6,1.1,3.8
1598,＜水産練り製品＞　かに風味かまぼこ,12.1,0.5,9.2
1599,＜水産練り製品＞　黒はんぺん,11.2,2.9,13.7
1600,＜水産練り製品＞　昆布巻きかまぼこ,8.9,0.5,11.0
1601,＜水産練り製品＞　す巻きかまぼこ,12.0,0.8,8.7
1602,＜水産練り製品＞　蒸しかまぼこ,12.0,0.9,9.7
1603,＜水産練り製品＞　焼き抜きかまぼこ,16.2,1.0,7.4
1604,＜水産練り製品＞　焼き竹輪,12.2,2.0,13.5
1605,＜水産練り製品＞　だて巻,14.6,7.5,17.6
1606,＜水産練り製品＞　つみれ,12.0,4.3,6.5
1607,＜水産練り製品＞　なると,7.6,0.4,11.6
1608,＜水産練り製品＞　はんぺん,9.9,1.0,11.4
1609,＜水産練り製品＞　さつま揚げ,12.5,3.7,13.9
1610,＜水産練り製品＞　魚肉ハム,13.4,6.7,11.1
1611,＜水産練り製品＞　魚肉ソーセージ,11.5,7.2,12.6
1612,＜畜肉類＞　いのしし　肉　脂身つき　生,18.8,19.8,0.5
1613,＜畜肉類＞　いのぶた　肉　脂身つき　生,18.1,24.1,0.3
1614,＜畜肉類＞　うさぎ　肉　赤肉　生,20.5,6.3,Tr
1615,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,17.7,22.3,0.3
1616,＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,18.3,19.8,0.3
1617,＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,20.2,12.2,0.3
1618,＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,4.0,78.0,0
1619,＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,13.8,37.4,0.2
1620,＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,14.0,36.5,0.2
1621,＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,16.5,26.1,0.2
1622,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,9.7,56.5,0.1
1623,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,12.6,58.2,0.1
1624,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,14.6,56.8,0.2
1625,＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,10.3,54.4,0.1
1626,＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,14.0,40.0,0.2
1627,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,4.2,78.0,0
1628,＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,11.7,47.5,0.3
1629,＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,12.9,42.5,0.3
1630,＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,17.1,25.8,0.4
1631,＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,11.0,50.0,0.1
1632,＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,19.2,18.7,0.5
1633,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,20.2,15.5,0.6
1634,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,25.7,23.3,0.2
1635,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,27.7,22.7,0.5
1636,＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,21.3,10.7,0.6
1637,＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,4.4,75.4,0
1638,＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,17.8,20.0,0.5
1639,＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,18.7,16.6,0.5
1640,＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,20.7,8.7,0.6
1641,＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,15.1,29.9,0.4
1642,＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,16.0,26.4,0.4
1643,＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,19.2,13.6,0.5
1644,＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,19.1,15.0,0.3
1645,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,17.1,19.8,0.3
1646,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,20.8,23.8,0.1
1647,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,23.0,25.5,0.2
1648,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,17.9,14.9,0.4
1649,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,20.4,6.7,0.2
1650,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,27.9,7.1,1.0
1651,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,26.9,7.7,0.8
1652,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,4.5,73.3,0
1653,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,16.2,26.4,0.2
1654,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,16.5,25.2,0.2
1655,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,19.1,13.9,0.2
1656,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,14.1,37.1,0.2
1657,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,17.2,43.0,0.3
1658,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,20.4,45.0,0.3
1659,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,15.0,33.4,0.2
1660,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,18.8,17.8,0.3
1661,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,3.7,80.5,0
1662,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,16.5,27.9,0.4
1663,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,18.4,20.2,0.5
1664,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,21.1,9.1,0.6
1665,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,12.8,39.4,0.3
1666,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,15.9,44.2,0.3
1667,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,19.5,13.3,0.4
1668,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,20.5,9.9,0.4
1669,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,28.4,13.8,0.6
1670,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,28.0,13.2,0.6
1671,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,21.9,4.9,0.4
1672,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,5.1,64.1,0.2
1673,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,18.2,16.3,0.6
1674,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,19.6,11.1,0.6
1675,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,21.3,5.0,0.7
1676,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,18.6,17.8,0.6
1677,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,19.7,13.9,0.6
1678,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,22.0,6.1,0.7
1679,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,20.8,11.2,0.5
1680,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,27.2,15.2,0.4
1681,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,12.0,51.8,0.3
1682,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,13.2,56.5,0.1
1683,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,14.5,60.1,0.2
1684,＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,13.6,45.2,0.3
1685,＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,16.7,32.3,0.4
1686,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,3.6,86.7,0
1687,＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,12.2,44.4,0.3
1688,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,16.4,28.9,0.4
1689,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,18.3,21.6,0.4
1690,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,25.7,28.2,0.2
1691,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,25.0,27.6,0.5
1692,＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,19.3,17.5,0.5
1693,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,4.8,75.8,0.1
1694,＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,19.0,18.0,0.4
1695,＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,19.0,10.6,0.1
1696,＜畜肉類＞　うし　［輸入牛肉］　かた　皮下脂肪なし　生,19.6,7.8,0.1
1697,＜畜肉類＞　うし　［輸入牛肉］　かた　赤肉　生,20.4,4.6,0.1
1698,＜畜肉類＞　うし　［輸入牛肉］　かた　脂身　生,7.1,60.5,0
1699,＜畜肉類＞　うし　［輸入牛肉］　かたロース　脂身つき　生,17.9,17.4,0.1
1700,＜畜肉類＞　うし　［輸入牛肉］　かたロース　皮下脂肪なし　生,18.0,17.1,0.1
1701,＜畜肉類＞　うし　［輸入牛肉］　かたロース　赤肉　生,19.7,9.5,0.1
1702,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　生,20.1,15.4,0.4
1703,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　ゆで,25.8,23.9,0.1
